text,FE.ADEME.ID,FE.VAL,FE.Incertitude
services veterinaires,43316,145.0,0.8
transport par eau,43556,2148.0,0.8
transports aeriens,43561,1333.0,0.8
transports terrestres et transports par conduites,43566,381.0,0.8
travaux d impression et de reproduction,43571,252.0,0.8
sesame graine,40622,5.21,1.0
sesame graine decortiquee,40623,5.21,1.0
sesame grille,40624,5.21,1.0
sesame grille graine decortiquee,46445,5.2,1.0
sirop a diluer sucre,32593,1.06,1.0
sirop d agave,39730,4.72,1.0
sirop d erable,39731,2.02,1.0
sirop leger pour fruits appertises au sirop,39732,0.73,1.0
sirop pour fruits appertises au sirop,33235,0.759,1.0
smartphone,20612,30.0,0.2
smartphone classique,27010,16.5,0.5
smartphone de pouces,27012,32.8,0.5
smartphone de moins de pouces,27011,27.6,0.5
smartphone de plus de pouces,27013,39.1,0.5
smoothie,32633,0.683,1.0
snack pour enfants a base de fromage fondu et de gressins,32948,5.21,1.0
soja biologique,44215,3.22,1.0
soja biologique gers,28709,0.688,1.0
soja biologique pays de la loire,28710,0.689,1.0
soja biologique systeme n,28711,0.484,1.0
soja biologique systeme numero,44217,1.77,1.0
soja cut off date,43999,0.83,1.0
soja de l association de cultures biologique,28705,0.982,1.0
soja graine entiere,33125,3.89,1.0
soja issu de zones non deforestees,44001,0.71,1.0
soja mer du nord chalut de fond moyenne congele,28437,0.26,1.0
soja moyenne nationale,42245,0.462,1.0
soja moyenne nationale aliment pour animaux,44002,0.459,1.0
sol traite liant routier,20712,13.6,0.2
sol carreaux de platre,20692,15.3,0.1
sol revetement pvc homogene,20696,5.55,0.1
sole bouillie cuite a l eau,33870,8.25,1.0
sole crue,33781,6.79,1.0
sole cuite a la vapeur,33868,8.25,1.0
sole frite,33871,8.29,1.0
sole poelee,33891,8.25,1.0
sole rotie cuite au four,33869,6.71,1.0
sole solea solea baie de biscay tremail,44003,2.33,1.0
sole commune bbiscay,42246,2.15,1.0
sole commune biologique systeme n,28562,2.17,1.0
sole tropicale ou sole langue crue,41957,6.73,1.0
solution azotee,20857,3355.0,0.3
sommier a lattes fixes,26968,44.2,0.3
sommier tapissier,26967,103.0,0.3
son d avoine,33227,0.705,1.0
son de ble,33226,0.559,1.0
son de mais,33228,0.409,1.0
son de riz,33229,1.17,1.0
sorbet batonnet,34146,1.09,1.0
sorbet en bac,34147,1.03,1.0
sorgho,22799,294.0,0.3
sorgho biologique,28783,0.474,1.0
sorgho biologique systeme numero,44222,0.239,1.0
sorgho conventionnel,42248,0.403,1.0
sorgho conventionnel moyenne nationale alimentation animale,44004,0.407,1.0
sorgho prairie permanente sans trefle auvergne,28395,0.253,1.0
sorgho ensilage ensilage moyenne nationale alimentation animale,44005,0.197,1.0
sorgho ensilage moyenne nationale,42247,0.192,1.0
sorgho ensilage prairie permanente biologique systeme n,28495,0.121,1.0
sorgho entier cru,33576,0.731,1.0
soude,20847,587.0,0.5
soude solide poudre granules,20667,458.0,1.0
souffle au fromage,33683,2.81,1.0
soupe a l oignon deshydratee reconstituee,34173,0.754,1.0
soupe a l oignon preemballee a rechauffer,34156,0.854,1.0
soupe a la carotte preemballee a rechauffer,34158,0.442,1.0
soupe a la tomate deshydratee reconstituee,34171,0.313,1.0
soupe a la tomate preemballee a rechauffer,34159,0.413,1.0
soupe a la tomate et aux vermicelles deshydratee reconstituee,34176,0.461,1.0
soupe a la tomate et aux vermicelles preemballee a rechauffer,34169,0.56,1.0
soupe a la volaille et aux legumes deshydratee reconstituee,34167,0.021,1.0
soupe a la volaille et aux legumes preemballee a rechauffer,34150,0.021,1.0
soupe a la volaille et aux vermicelles deshydratee reconstituee,34177,0.802,1.0
soupe a la volaille et aux vermicelles preemballee a rechauffer,34155,0.902,1.0
soupe asiatique avec pates,40168,3.11,1.0
soupe asiatique avec pates deshydratee reconstituee,34164,1.89,1.0
soupe asiatique avec pates preemballee a rechauffer,34180,1.99,1.0
soupe au cresson deshydratee reconstituee,34182,0.575,1.0
soupe au cresson preemballee a rechauffer,34183,0.675,1.0
soupe au pistou deshydratee reconstituee,34162,0.446,1.0
soupe au pistou preemballee a rechauffer,34178,0.546,1.0
soupe au potiron deshydratee reconstituee,34179,0.935,1.0
soupe au potiron preemballee a rechauffer,34174,1.03,1.0
soupe aux asperges deshydratee reconstituee,34168,0.623,1.0
soupe aux asperges preemballee a rechauffer,34189,0.723,1.0
soupe aux cereales et aux legumes deshydratee reconstituee,34170,0.461,1.0
soupe aux champignons deshydratee reconstituee,34172,1.75,1.0
soupe aux champignons preemballee a rechauffer,34157,1.85,1.0
soupe aux legumes avec fromage preemballee a rechauffer,34184,1.24,1.0
soupe aux legumes varies deshydratee reconstituee,34153,0.398,1.0
soupe aux legumes varies preemballee a rechauffer,34151,0.498,1.0
soupe aux legumes verts deshydratee reconstituee,34186,0.335,1.0
soupe aux legumes verts preemballee a rechauffer,34185,0.435,1.0
soupe aux lentilles preemballee a rechauffer,34149,0.442,1.0
soupe aux poireaux et pommes de terre deshydratee reconstituee,34166,0.343,1.0
soupe aux poireaux et pommes de terre preemballee a rechauffer,34154,0.443,1.0
soupe aux pois casses preemballee a rechauffer,34187,0.442,1.0
soupe chorba frik a base de viande et de frik,34160,4.97,1.0
soupe de poissons et ou crustaces deshydratee reconstituee,34163,6.8,1.0
soupe de poissons et ou crustaces preemballee a rechauffer,34152,6.9,1.0
soupe froide type gaspacho ou gazpacho,34188,0.413,1.0
soupe marocaine deshydratee reconstituee,34165,4.59,1.0
soupe minestrone deshydratee reconstituee,34181,0.44,1.0
soupe minestrone preemballee a rechauffer,34161,0.546,1.0
soupe pour bebe legumes cereales et lait,33613,0.601,1.0
soupe pour bebe legumes et pomme de terre,33612,0.545,1.0
souple pe,34657,-1639.0,0.1
specialite a base de creme legere mg fluide ou epaisse,40867,1.99,1.0
specialite chinoise ou bouchees a la vapeur cuite,32931,2.64,1.0
specialite fromagere fondante au fromage blanc et aux noix,32947,5.35,1.0
specialite fromagere non affinee a tartiner,32945,5.49,1.0
specialite fromagere non affinee a tartiner environ mg aromatisee ex ail et fines herbes,40869,4.98,1.0
specialite fromagere non affinee environ mg type fromage en barquette a tartiner ou coque fromagere,40870,4.59,1.0
specialite vegetale type fromage a tartiner au soja,40872,2.72,1.0
specialite vegetale type fromage a tartiner au soja preemballee,46517,1.87,1.0
specialite vegetale type fromage en tranche sans soja,40873,3.36,1.0
specialite vegetale type fromage en tranche sans soja preemballee,46518,2.48,1.0
specialite vegetale type fromage rape sans soja,40874,3.37,1.0
specialite vegetale type fromage rape sans soja preemballee,46519,2.48,1.0
specialite vegetale type jambon cuit preemballee,41964,1.62,1.0
specialite vegetale type pate preemballee,46521,3.93,1.0
speculoos,32655,5.14,1.0
spiruline spirulina sp sechee ou deshydratee,39738,6.77,1.0
sport d hiver casque de skis,20629,1.2,0.8
sport d hiver paire de skis,20628,15.0,0.8
sport d hiver snowboard,20627,8.6,0.3
sport nautique planche a voile,20633,220.0,0.3
sprat cru,33829,1.94,1.0
stereo classique,27016,123.0,0.5
substitut de repas hypocalorique,32866,2.46,1.0
substitut de repas hypocalorique creme dessert,39739,2.31,1.0
substitut de repas hypocalorique poudre reconstituee avec lait ecreme,39740,2.31,1.0
substitut de repas hypocalorique poudre reconstituee avec lait ecreme type milk shake,46527,2.66,1.0
substitut de repas hypocalorique pret a boire,39742,2.31,1.0
sucre blanc,34191,0.754,1.0
sucre roux,34192,1.06,1.0
sucre vanille,34193,0.754,1.0
sulfate d ammonium,20573,733.0,0.5
sulfate de sodium,20795,473.0,1.0
sulfochaux,20574,367.0,0.5
sulfosol,20571,3670.0,0.5
sulfur hexafluoride,43017,25200.0,0.3
sulfuryl fluoride,43248,4630.0,0.3
sureau baie,40626,0.875,1.0
sureau baie crue,33081,0.845,1.0
surimi,33965,1.53,1.0
surimi batonnets,41966,6.67,1.0
surimi batonnets tranche ou rape saveur crabe,46533,7.57,1.0
surimi fourre au fromage,41967,6.67,1.0
sushi ou maki aux produits de la mer,33711,2.63,1.0
sweat co,27049,27.4,0.7
switch routeur firewall,20895,80.7,0.3
systeme de culture numero biologique,44223,0.305,1.0
t shirt en coton,27044,5.2,0.25
t shirt en polyester,27045,5.5,0.25
table bois massif,26961,80.2,0.2
table representative,26962,60.1,0.2
tableau electrique,20912,680.0,0.5
tablette classique,27007,63.2,0.5
tablette de moins de pouces,20594,82.8,1.0
tablette detachable,27009,82.2,0.5
tablette mini,27008,40.9,0.5
taboule ou salade de couscous preemballe,34047,0.909,1.0
taboule ou salade de couscous au poulet preemballe,34054,1.8,1.0
tacaud cru,33815,11.0,1.0
tahin ou puree de sesame,33123,3.04,1.0
tajine de mouton,33748,32.7,1.0
tajine de poulet,33751,4.42,1.0
tamarin fruit immature,40628,0.532,1.0
tamarin fruit immature pulpe cru,33072,0.458,1.0
tanins,20582,2200.0,0.5
tannage wet white du cuir,24259,0.904,1.0
tapenade,32847,1.57,1.0
tapioca ou perles du japon cru,33898,1.09,1.0
tarama preemballe,33944,1.47,1.0
taro tubercule,40630,0.632,1.0
taro tubercule cru,33932,0.645,1.0
taro tubercule cuit,33933,1.8,1.0
tarte a l oignon,33634,3.82,1.0
tarte a la provencale,33623,2.64,1.0
tarte a la tomate,33642,2.64,1.0
tarte au chocolat fabrication artisanale,33158,8.76,1.0
tarte au citron,33152,3.61,1.0
tarte au fromage,33622,4.19,1.0
tarte au maroilles ou flamiche au maroilles,33649,5.03,1.0
tarte au saumon,33640,3.94,1.0
tarte aux abricots,33156,2.67,1.0
tarte aux fraises,33154,2.38,1.0
tarte aux fruits et creme patissiere,41318,2.61,1.0
tarte aux fruits rouges,41319,2.61,1.0
tarte aux legumes,33620,2.64,1.0
tarte aux noix de saint jacques,33644,3.42,1.0
tarte aux poires amandine,33196,4.33,1.0
tarte epinard chevre,33652,5.03,1.0
tarte normande aux pommes garniture farine oeufs creme sucre calvados,33151,4.33,1.0
tarte normande aux pommes garniture farine ufs,41321,2.62,1.0
tarte normande aux pommes garniture farine ufs creme sucre calvados,46564,2.89,1.0
tarte ou tartelette aux fruits,33159,2.53,1.0
tarte ou tartelette aux pommes,33153,2.6,1.0
tarte ou tourte aux poireaux,33639,3.84,1.0
tarte tatin aux pommes,33157,3.25,1.0
tartemultifruits,33150,3.23,1.0
tartiflette,33684,2.62,1.0
tartine craquante extrudee et grillee,33514,1.34,1.0
tartine craquante extrudee et grillee fourree au chocolat,46571,1.54,1.0
tartine craquante extrudee et grillee fourree aux fruits,46572,1.54,1.0
tartine craquante extrudee et grillee fourree aux fruits chocolat,32647,1.36,1.0
taurillon conventionnel systeme d engraissement,44008,7.77,1.0
taurillon conventionnel systeme d engraissement moins de ugb par ha,44006,17.9,1.0
taurillon conventionnel systeme d engraissement plus de ugb par ha,44007,15.8,1.0
taurillon allaitant conventionnel,42249,16.8,1.0
taurillon laitier conventionnel,42251,7.63,1.0
taxi brousse,21547,0.0359,0.2
taxi brousse vehicule plein,21546,0.553,0.2
taxi brousse vehicule vide,21545,0.502,0.2
telecabine,21888,0.118,0.6
telecommande television universelle sans piles g,24246,2.79,1.0
telecopieurs,20592,1467.0,0.5
telephone fixe,20614,17.0,0.2
telephone mobile classique,20613,17.5,0.2
television pouces,26999,340.0,0.5
tempeh,33234,1.42,1.0
tennis balle,20630,0.2,0.25
tennis raquette,20631,0.9,0.35
ter,28154,0.0313,0.6
ter train express regional electricite,21735,0.00891,0.6
ter train express regional gazole,21734,0.0797,0.6
terrine de canard,32772,6.18,1.0
terrine de fruits de mer avec ou sans poisson,41971,7.86,1.0
terrine de fruits de mer poisson,33943,8.25,1.0
terrine de lapin,32774,5.21,1.0
terrine de poisson,41973,7.86,1.0
terrine ou mousse de legumes,33688,1.47,1.0
tetragone cornue cuite,33393,0.917,1.0
textiles et linges de maison usages,34632,1382.0,0.5
tgv,28153,0.00253,0.2
tgv train grande vitesse,21737,0.00369,0.6
the infuse non sucre,39918,0.0394,1.0
the noir infuse,39919,0.0394,1.0
the noir infuse non sucre,46581,0.0436,1.0
the oolong infuse,39920,0.0394,1.0
the oolong infuse non sucre,46582,0.0436,1.0
the vert infuse,39921,0.0394,1.0
the vert infuse non sucre,46583,0.0436,1.0
thon a la catalane ou a l escabeche sauce tomate,41981,5.43,1.0
thon a la catalane ou a l escabeche sauce tomate appertise,33980,7.78,1.0
thon au naturel,41982,16.9,1.0
thon au naturel appertise egoutte,33963,7.29,1.0
thon cru,33779,4.44,1.0
thon roti cuit au four,33867,5.39,1.0
thon a l huile appertise,41974,5.43,1.0
thon a l huile appertise egoutte,33966,9.72,1.0
thon albacore aen,42252,4.19,1.0
thon albacore biologique systeme n,28573,1.92,1.0
thon albacore la cea,42253,1.89,1.0
thon albacore thunnus alalunga chalut pelagique,44009,4.6,1.0
thon albacore thunnus albacares senne,44010,2.07,1.0
thon albacore ou thon jaune au naturel,41975,4.33,1.0
thon albacore ou thon jaune au naturel appertise egoutte,33976,8.26,1.0
thon albacore ou thon jaune cru,33783,4.44,1.0
thon germon ou thon blanc a l huile d olive,41977,8.93,1.0
thon germon ou thon blanc a l huile d olive appertise egoutte,33975,15.5,1.0
thon germon ou thon blanc cru,33788,8.49,1.0
thon germon ou thon blanc cuit a la vapeur sous pression,33967,10.4,1.0
thon listao katsuwonus pelamis senne,44011,2.06,1.0
thon listao la cea,42254,1.88,1.0
thon listao ou bonite a ventre raye cru,33785,4.42,1.0
thon rouge biologique systeme n,28561,1.06,1.0
thon rouge medsea,42255,1.81,1.0
thon rouge thunnus thynnus mediterrannee palangre,44012,1.91,1.0
thon rouge thunnus thynnus mediterrannee senne,44013,1.12,1.0
thym frais,39745,0.815,1.0
thym seche,39746,1.55,1.0
tielle setoise,33653,2.44,1.0
tiramisu rayon frais,33984,13.7,1.0
tisane infusee non sucree,39922,0.0394,1.0
tisane the infuse,32620,0.0514,1.0
toasts ou canapes sales garnitures diverses,34079,2.18,1.0
tofu nature,33693,0.677,1.0
tofu fume preemballe,41985,1.53,1.0
tomate bbiscay tremail,28547,0.207,1.0
tomate bbiscay seine,28549,0.749,1.0
tomate biologique,42485,0.198,1.0
tomate biologique en serre moyenne nationale,44234,0.19,1.0
tomate bsbrieuc dredge,28554,0.649,1.0
tomate concentre,40637,2.83,1.0
tomate concentre appertise,33375,0.631,1.0
tomate conventionnelle calibre inermediaire sol sous abri non chauffe,44014,0.16,1.0
tomate conventionnelle calibre intermediaire sous abri chauffe,44015,1.82,1.0
tomate conventionnelle panier moyen serre chauffee moyenne nationale,44016,2.57,1.0
tomate conventionnelle panier moyen sol sous abri non chauffe moyenne nationale,44017,0.166,1.0
tomate coulis,40638,0.675,1.0
tomate coulis appertise puree de tomates mi reduite a,33411,0.639,1.0
tomate crue,33267,0.624,1.0
tomate double concentre,40640,4.14,1.0
tomate double concentre appertise,33414,0.631,1.0
tomate eca seine,28557,0.143,1.0
tomate medsea palangre,28545,2.36,1.0
tomate medsea seine,28546,0.149,1.0
tomate mer celtique chalut de fond,28553,1.62,1.0
tomate mer du nord chalut de fond,28551,1.65,1.0
tomate nea chalut pelagie,28555,1.97,1.0
tomate pelee,40641,1.27,1.0
tomate pelee appertisee egouttee,33367,1.26,1.0
tomate pulpe,40644,0.921,1.0
tomate pulpe et peau,40642,1.24,1.0
tomate pulpe et peau bouillie cuite a l eau,33405,1.34,1.0
tomate pulpe et peau rotie cuite au four,33420,1.3,1.0
tomate pulpe appertisee,33395,0.896,1.0
tomate puree,40645,0.675,1.0
tomate puree appertisee,33396,0.639,1.0
tomate sechee,40646,7.5,1.0
tomate sechee a l huile,46619,11.2,1.0
tomate a la provencale,33704,1.13,1.0
tomate cerise crue,33305,0.509,1.0
tomate conventionnel plant horticole,34819,0.27,0.3
tomate conventionnelle calibre inermediaire,42257,0.153,1.0
tomate conventionnelle calibre intermediaire,42258,1.67,1.0
tomate conventionnelle panier moyen,42259,2.36,1.0
tomate conventionnelle serre ancienne,42261,1.91,1.0
tomate conventionnelle serre recente,42262,0.677,1.0
tomate conventionnelle serre semi fermee,42268,0.565,1.0
tomate de saison crue,33265,0.509,1.0
tomate farcie,33743,4.25,1.0
tomate hors saison crue,33266,1.88,1.0
tomate mix conventionnel et biologique sous abri,42270,2.33,1.0
tomate verte crue,33295,0.624,1.0
tomates,34908,663383.0,1.0
tomates sechees,33424,6.47,1.0
tome des bauges,40876,5.76,1.0
tomme ou tome allegee en matiere grasse,40879,5.68,1.0
tomme ou tome allegee en matiere grasse environ mg,46623,5.76,1.0
tomme ou tome de montagne ou de savoie,40877,5.68,1.0
tomme ou tome de vache,33008,5.49,1.0
tondeuse electrique w,28321,70.1,0.5
tondeuse thermique cm,28319,209.0,0.5
tonic ou bitter non sucre,39923,0.512,1.0
tonic ou bitter non sucre avec edulcorants,46624,0.493,1.0
tonic ou bitter sucre,32613,0.572,1.0
tonic ou bitter sucre avec edulcorants,46626,0.493,1.0
topinambour cru,33930,0.856,1.0
topinambour cuit,33929,1.74,1.0
tortilla espagnole aux oignons omelette aux pommes de terre et oignons,33508,1.47,1.0
tortilla souple a garnir,33545,0.972,1.0
tortilla souple a garnir a base de ble,41328,1.2,1.0
tortilla souple a garnir a base de mais,41329,1.2,1.0
tourbe,12973,119.0,0.2
tourbe horticole blonde extraction conventionnelle,32536,115.0,0.2
tourbe horticole brune extraction conventionnelle,32537,373.0,0.2
tourbe horticole noire extraction conventionnelle,32538,630.0,0.2
tournesol,22797,294.0,0.3
tournesol biologique,42486,0.462,1.0
tournesol biologique systeme numero,44237,1.18,1.0
tournesol graine,40650,3.25,1.0
tournesol graine grille sale,46633,2.91,1.0
tournesol prairie permanente biologique,28733,0.587,1.0
tourte au riesling,33641,14.6,1.0
tourteau kg de produit,44018,4.89,1.0
tout sport maillot,20634,1.0,0.5
tout sport paire chaussettes,20788,0.3,0.5
tout sport paire de chaussures,20789,2.9,0.5
tout sport short,20635,0.8,0.5
train motorisation moyenne,28135,0.0083,0.7
train traction diesel,28138,0.0268,0.7
train traction electrique,28141,0.00367,0.7
train de marchandises,21138,0.0226,0.5
train de marchandises motorisation electrique marchandises denses,21161,0.00146,0.7
train de marchandises motorisation electrique marchandises legeres,21159,0.00219,0.7
train de marchandises motorisation electrique marchandises moyennement denses,21160,0.00169,0.7
train de marchandises motorisation gazole marchandises denses,21173,0.0242,0.7
