Nomenclature achat;"Famille d'achat
(N-0)";"Domaines d'achat
(N-1)";"Catégories d'achat
(N-2)";"Segments  d'achat
(N-3)";Sous-segment;Produit élémentaire;"Code des Catégories Homogènes 
de fournitures et prestations"
DS72AD20;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC PALATIN SOUDE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD21;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC PALATIN RETRO INCISIF SOUDE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD22;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC PALATIN RETRO INCISIF AMOVIBLE (BOITIERS SOUDE COMPRIS);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD23;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC VESTIBULAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD24;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC DE GOSHGARIAN;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD25;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC DE GOSHGARIAN AMOVIBLE (BOITIEZRS SOUDES COMPRIS);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD26;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;SPACE RAITNER NEUTRE (MAINTENEUR D ESPACE);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD27;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;SPACE RAITNER ACTIF 1 BAGUE (MAINTENEUR D ESPACE);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD28;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;DISTAL SHOE (MAINTENEUR ESPACE 1 COIFFE PREFORMEE);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD29;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC A COLLER;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD30;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC COLLE SUR BASE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD31;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC COLLE 2 BASES;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD32;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;QUAD-HELIX;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD33;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;QUAD-HELIX AMOVIBLE (BOITIERS SOUDES COMPRIS);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD34;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;BI-HELIX;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD35;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;DISJONCTEUR SUR BAGUES SOUDES;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD36;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;FIL COLLE 8 BASES;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD37;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;CAGE A LANGUE STANDARD SUR BAGUES;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD38;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;ARC LINGUAL COLLE 4 BASES;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD39;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;FIL COLLE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AD40;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;DIVERS PLAQUE FIXE ADDITIONNELLE;FIL TRESSE FIL TWUIST COLLE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE01;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;ADJONCTION DE DISJONCTEUR SUR PROPULSEUR HERBST;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE02;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;CHANGER UN FIL VESTIBULAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE03;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;CHANGER UN RESSORT OU UN ADAMS;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE04;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;PROGLISSEMENT OU SURELEVATION;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE05;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;PERLE DE PETIT PERLE DE TUCA;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE06;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;GRILLE METALLIQUE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE07;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;TUBE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE08;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;TUBE SOUDE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE09;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;BOITIER SOUDE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE10;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;REPARATION FRACTURE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE11;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;REAJUSTAGE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE12;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;REMONTAGE REBASAGE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE13;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;POSE UNE DENT;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE14;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;BAGUE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE15;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;BRAKET METAL OU PLASTIQUE A COLLER;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE16;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;AILETTE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE17;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;F.E.O (FORCE EXTRA ORALE);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE18;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;RESSORT ADDITIF SOUDE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE19;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;PLAN INCLINE PLAT OU MOLAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE20;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;TRIPLE TUBE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE21;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;CONTRE-PLAQUE RETENTION SUPPORT DE DENT SOUDE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE22;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;FOURNITURE DENT (BAMBINO SR PE) UNITE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE23;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;RESSORT (ADDITIF);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE24;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;ECARTEUR (ADDITIF);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE25;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;VERRIN (ADDITIF);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE26;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;VERRIN DISTALEUR (ADDITIF);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AE27;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;OPTION SUPPLEMENTAIRE;COQUILLE COMPOSITE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AF01;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;MOULAGE D ETUDE;"MOULAGE D' ETUDE T ""A"" (EMPREINTE TAILLE SIMPLIFIEE)";DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AF02;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;MOULAGE D ETUDE;"MOULAGE D ETUDE T ""B"" (NORMALISEE SIMPLIFIEE)";DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AF03;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;MOULAGE D ETUDE;"MOULAGE D ETUDE T ""C"" (NORMALISEE 7 CM HAUT DITE ""GARANCIERE"")";DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AF04;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;MOULAGE D ETUDE;"MOULAGE D' ETUDE ""T"" US GLACEE ";DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AF05;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;MOULAGE D ETUDE;MOULAGE D ETUDE CONTRE EMPREINTE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AF06;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;MOULAGE D ETUDE;MOULAGE D ETUDE EMPREINTE COULEE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AG01;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;"MOULAGE PROSPECTIFS (""SET UP"")";MOULAGE PROSPECT SET UP DE 1 A 6 DENTS;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AG02;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;"MOULAGE PROSPECTIFS (""SET UP"")";MOULAGE PROSPECT SET UP DE 7 A 11 DENTS;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AG03;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;"MOULAGE PROSPECTIFS (""SET UP"")";MOULAGE PROSPECT SET UP DE 12 DENTS ET PLUS;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AG04;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;"MOULAGE PROSPECTIFS (""SET UP"")";MOULAGE PROSPECT DUPLICATA DE MOULAGE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AH01;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;POSITIONNEUR;"LICENCE ""TOOTH POSITIONNERS"" (CHRISTAL FLEX)";DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AH02;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;POSITIONNEUR;"LICENCE ""TOOTH POSITIONNERS"" (BLANC OU NOIR)";DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AH03;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;POSITIONNEUR;CR RETENTION LA PAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AH04;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;POSITIONNEUR;GRILLE DE RETENTION;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AI01;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;SET UP SELON TECHNIQUE HINGE AXIS (AVEC MONTAGE EN ARTICULATEUR);SET UP GNATHOLOGIQUE DE 1 A 7 DENTS;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AI02;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;SET UP SELON TECHNIQUE HINGE AXIS (AVEC MONTAGE EN ARTICULATEUR);SET UP GNATHOLOGIQUE DE 8 A 12 DENTS;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AI03;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;SET UP SELON TECHNIQUE HINGE AXIS (AVEC MONTAGE EN ARTICULATEUR);SET UP GNATHOLOGIQUE DE 12 A 24 DENTS;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AI04;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;SET UP SELON TECHNIQUE HINGE AXIS (AVEC MONTAGE EN ARTICULATEUR);SET UP GNATHOLOGIQUE DE 25 A 28 DENTS;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AI05;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;SET UP SELON TECHNIQUE HINGE AXIS (AVEC MONTAGE EN ARTICULATEUR);SET UP GNATHOLOGIQUE DE 29 A 32 DENTS;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AJ01;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;TECHNIQUE DE COLLAGE LINGUAL (AVEC FOURNITURE DES ATTACHES);COLLAGE 3.3;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AJ02;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;TECHNIQUE DE COLLAGE LINGUAL (AVEC FOURNITURE DES ATTACHES);COLLAGE 4.4;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AJ03;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;TECHNIQUE DE COLLAGE LINGUAL (AVEC FOURNITURE DES ATTACHES);COLLAGE LINGUAL 5.5;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AJ04;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;TECHNIQUE DE COLLAGE LINGUAL (AVEC FOURNITURE DES ATTACHES);COLLAGE LINGUAL 6.6;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AJ05;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;TECHNIQUE DE COLLAGE LINGUAL (AVEC FOURNITURE DES ATTACHES);COLLAGE LINGUAL 7.7;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AJ06;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;TECHNIQUE DE COLLAGE LINGUAL (AVEC FOURNITURE DES ATTACHES);RECOLLAGE LINGUAL UNITAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AK01;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;TECHNIQUE CALES COMPOSITES (PROCEDE J.PHILIPPE);CALE COMPOSITE (UNIT-LING) PAR 4;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AK02;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;TECHNIQUE CALES COMPOSITES (PROCEDE J.PHILIPPE);RECOLLAGE UNIT (1 DENT);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AL01;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;PROTHESE PEDIATRIQUE (SERVICE DE PEDODONTIE);DENT MONTE SUR CONTRE-PLAQUE SOUDEE A UN ARC LINGUAL (DENT BAMBINO COMPRISE);DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AL02;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;PROTHESE PEDIATRIQUE (SERVICE DE PEDODONTIE);PAR DENT SUPPLEMENTAIRE + CONTREPLAQUE ET SOUDURE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AM01;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;PROTH ADJ PEDODONTIE, BASE RESINE, BASE OCCLUS?, CROCH ET CUISSON COMP;MONTAGE DE 1 A 3 DENTS PEDODONTIE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AM02;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;PROTH ADJ PEDODONTIE, BASE RESINE, BASE OCCLUS?, CROCH ET CUISSON COMP;MONTAGE 1 A 4 DENTS PEDODONTIE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
DS72AM03;DISPOSITIFS MEDICAUX;ORGANE SENSORIEL;BOUCHE PROTHESE;ODF ET PEDOODONTIE;PROTH ADJ PEDODONTIE, BASE RESINE, BASE OCCLUS?, CROCH ET CUISSON COMP;MONTAGE 1 A 5 DENTS PEDODONTIE;DISPOSITIFS MEDICAUX CONSOMMABLES DENTAIRES, POUR ODONTOLOGIE ET STOMATOLOGIE
